#Datasets	 AA_0001	 AA_0003	 AA_0004	 AA_0006	 AA_0008	 AA_0009	 AA_0010	 AA_0012	 AA_0013	 AA_0014	 AA_0015	 AA_0016	 AA_0017	 AA_0018	 AA_0019	 AA_0021	 AA_0023	 AA_0025	 AA_0026	 AA_0027	 AA_0030	 AA_0032	 AA_0033	 AA_0034	 AA_0035	 AA_0036	 AA_0037	 AA_0038	 AA_0039	 AA_0040	 AA_0041	 AA_0042	 AA_0043	 AA_0044	 AA_0045	 AA_0046	 AA_0047	 AA_0048	 AA_0049	 AA_0050	 AA_0052	 AA_0053	 AA_0054	 AA_0055	 AA_0057	 AA_0058	 AA_0060	 AA_0061	 AA_0062	 AA_0065	 AA_0071	 AA_0080	 AA_0092	 AA_0093	 AA_0096	 AA_0097	 AA_0098	 AA_0099	 AA_0100	 AA_0102	 AA_0103	 AA_0104	 AA_0105	 AA_0106	 AA_0109	 AA_0111	 AA_0112	 AA_0113	 AA_0115	 AA_0116	 AA_0117	 AA_0118	 AA_0119	 AA_0120	 AA_0121	 AA_0123	 AA_0125	 AA_0126	 AA_0127	 AA_0128	 AA_0129	 AA_0130	 AA_0131	 AA_0132	 AA_0133	 AA_0134	 AA_0135	 AA_0136	 AA_0137	 AA_0138	 AA_0139	 AA_0141	 AA_0142	 AA_0143	 AA_0151	 AA_0152	 AA_0153
"CAG-1000"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06143	0	0
"CAG-460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36296	0	0	0	0.550697	0	0
"CAG-533"	0	0	0	0	0	0	0	0.073801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02846	0.036253	0	0	0	0	0	0	0	0	0	0.042071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048985	0	0	0	0.07227	0	0
"CAG-582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470373	0	0	0	0.278239	0	0
"CAG-605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.271229	0	0
"CAG-628"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06143	0	0
"CAG-302"	0	0	0.120276	0.544636	0	0.571739	0	1.002214	0	0	0	0	0	0	0	0	0.568605	0	0	0	0	1.17218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313861	0.383603	0	0.351359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359885	0	0	0	0	0	0	0.306407	0.27275	0	0	0	0.402423	0	0.612016	0	0	0	0.188625	0	0
"CAG-762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714028	0	0
"CAG-914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2515	0	0
"CAG-433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401981	0	0	0	0	0	0	0	0	1.311868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057816	0	0
"CAG-594"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836887	0	0
"CAG-417"	0	0	0	0.446724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526251	0	0	0	0	0.576832	0	0	0	0	0	0	0	0
"CAG-451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073715	0	0
"CAG-611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217776	0	0	0	0.315097	0	0
"CAG-710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219701	0	0
"CAG-877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528294	0	0
"CAG-878"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453133	0	0
"CAG-884"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096119	0	0
"CAG-1193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219547	0	0	0	0.545639	0	0
"CAG-288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.561433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAG-345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044085	0	0
"CAG-568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406157	0	0
"CAG-449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074438	0	0
"CAG-826"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922888	0	0
"Gemella"	0	0	0	0	0	0	0	0	0	0.042361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridium"	0	0	0.04266	0	1.456167	0	6.815139	0.158672	0	0	0	0	0	0	0	0.053626	0	0	0	0	0	0	0	0	0	0	0	0	0.051663	0.191507	0	2.588228	0	0	1.710723	0	0	0.237158	0.036751	0	0	0	0	0.084691	5.68863	0	0	0	0	0	0	0.037946	0	0	0	0	0	0	0.744381	0	0.160772	0.159769	0	0	0.052654	0	0.061843	2.310546	0.267692	0	0	0.056876	0	2.76544	0	0	0	0	0.115444	0	0	0	0	0	0	0	0	0	0	2.634732	0	0	0	0	0	0	0
"Clostridium_P"	0	0	0	0	0.042546	0.057786	0.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Anaerofustis"	0	0	0	0	0	0	0	0	0.185709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eubacterium"	0	0	0	0	0	0	0	0	0.050648	0	0	0.30886	0	0	0.151085	0	0	0	2.484635	0	0	0	0.722143	0	0	0	0	2.266098	0	1.049711	0	0	0	0	0	0	0	0	0	0	0	0	1.886571	0.088148	0	0	0	0	0	0	0	0.102244	0	0	0	0	0.96612	0	0	0	0	0	0.930686	0	0	0	0.090291	0	0	0	2.747754	0	0	0	0	0	0	0	0	0	0	0	0	0.042595	0	2.123293	0.073907	1.259477	0	0	0.167611	0.588129	0	0	0	0	0
"Anaerotignum"	0.071224	0.408974	0.207373	0.15054	0.291645	0.721303	0.292729	1.117343	0.092358	1.031978	0	0.852583	0.96506	0	0	0.575824	0.053686	0	0.370125	0.29957	0.052073	0.292422	0.998481	0.936062	1.069775	0	1.10208	1.198303	0.965487	0	1.486524	0.113679	1.203171	0.732918	0.105835	0	0	0.081523	0.222851	1.087335	0.157634	0.058391	0.066958	0.90913	0	0.028864	0.505161	0.457222	0	0	0	1.220605	0.768258	0	0.062555	0.823732	0.361821	0.9151	0	0.648526	0.831883	0.044273	0	1.708284	0.938402	0.715097	0	0.163801	1.043913	0.215968	0	0.181343	0.982536	0.074997	0.272026	0.123617	0.742214	0.77455	0	0.979874	0.899922	0	0.631492	0.715179	0.663749	0.712325	0.575118	0	0.060003	0	0.234301	1.242273	1.464461	0	0	0.128601	0.380225
"UMGS1670"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130944	0	0	0	0	0	0	0	0	0	0	0	0.116383	0.057847	0.032802	0	0	0	0.045176	0	0	0	0
"CAG-274"	0.322781	0.345436	0.186636	0	0	0.580577	0	0	0	0.81026	0.231617	0	0.663994	0	0	0.307692	0	1.11879	0	0	0	0	0	0	0.31198	0	0	0	0	0	0.265164	0	0	0	0	0	0	0.28811	0.252565	0	0	0.202652	0	0	0	0	0.743429	0	0	0.400362	0.239651	0	0.607047	0	0	0	0.907395	0	0.373628	0	0	0	0	0	0.377236	0	0	0	0	0.170112	0	0	0.206351	0	0.183322	0	0	0.225622	0	0	0	0	0.263382	0	0	0	0	0	0.791244	0	0	0.352878	0	0	0	0	0
"AF33-28"	0	0	0	0	0	0.144804	0	0	0.131089	0	0	0	0	0	0	0	0	0	0	0	0.050356	0	0	0	0	0	0	0	0	0	0	0	0	0.036418	0	0	0	0	0	0	0	0	0.68408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045663	0	0	0	0	0	4.328219	0	0	0	0.372935	0	0.393622	0	0	0	0	0	0	0	0
"AM51-8"	0	0	0.529097	0	0	0	0.881129	0.04428	0	0	0	0	0	0	1.45545	0	0	0	0	0	0	0.110489	0	1.117913	0	0	0.141037	0	0	0	0	0	0.175139	0	0	0	1.826472	1.34235	1.239366	0	0.316822	0	0	0	0	0	0	0	0.083676	0	0	1.640122	1.245719	0	1.271649	0	0	0	0.807611	0	0	0.048123	0	1.22979	0	0	0	1.209873	1.214262	0	0	0	1.504094	0.854825	1.197084	0	0	0	0	0.579703	0.154436	0	0	0.048091	0	0	0	0	0.224813	0	0.374764	0	0	0	0.728482	1.232578	1.024181
"Acetatifactor"	1.486611	1.837252	1.405989	1.497442	1.993481	1.01499	0.226534	1.237638	2.523462	1.540306	2.196761	0.033782	1.051668	0.048293	0.058419	1.861978	1.550531	0.177493	0	2.925276	1.710977	2.291193	0.678631	1.473646	1.804058	0.056109	1.908525	0	1.590805	1.189315	1.124937	1.172315	1.511995	1.81105	1.624732	1.936552	2.726138	0.326092	0.899224	1.715885	0.922511	1.627396	0.056604	1.80789	0.128106	0.039499	1.241012	0.043545	0.066511	0.266908	2.287297	1.730771	1.43007	0.049987	1.869194	1.714763	2.123569	0.335311	0.12071	1.82102	0.113573	1.94129	0.095429	0.378263	1.457732	2.337352	0.753251	2.112945	1.210067	2.016198	0	1.745015	0.152397	1.462814	0.948712	3.444972	2.559439	1.892289	1.83007	0.588931	1.888501	2.017804	1.036334	1.158301	1.802222	0.058372	1.242832	0	0.441625	1.746217	1.697356	0.062414	1.279992	0.085103	1.634025	1.839357	1.918923
"Agathobacter"	2.970192	1.80414	0.643449	1.225736	1.505576	0.097896	0.814934	1.473063	0.173792	1.7458	2.021762	1.335178	0.134449	0.048293	1.807981	2.018461	1.057547	2.681312	0	1.759729	0.36909	1.659827	1.449629	1.285999	1.973161	2.243272	1.694256	0.037571	1.526395	1.542798	2.445016	2.008668	1.872636	1.503771	0.174462	1.986755	0.078704	1.880587	1.545884	0.204548	1.621382	1.498935	0.039347	0.722465	0.212704	0.047095	1.889302	0.042598	0.200607	1.671187	0.046514	2.019584	1.553485	2.394258	1.821577	0.281756	1.645245	1.721972	1.528999	1.643319	1.33706	1.978826	2.000923	1.698697	0.217109	0.25729	1.196049	1.597275	1.638877	1.427462	0.035584	1.738421	0.230016	1.443155	1.662569	1.69805	0.309578	1.875865	1.746799	0.177015	0.064825	0.212952	1.538089	0.627928	1.875588	1.593382	1.509578	0.030676	1.43048	0.253373	1.234065	0.205245	1.719205	3.38665	1.063092	0.163015	0.15209
"Anaerobutyricum"	0.050008	0.170928	1.296378	1.048271	1.198833	1.605085	1.985849	2.211808	1.345648	1.355541	1.765439	0.211537	1.42367	2.252331	0	1.632527	1.597866	3.276351	0	1.63375	1.342458	2.11009	1.182452	1.515667	1.565326	1.367527	1.360649	0	1.219103	0.046535	1.993893	1.376328	1.967978	1.320162	1.044294	1.540269	0.042066	1.528556	1.535719	1.243023	2.150972	1.202858	1.094115	1.171845	1.610993	0.05621	1.480964	1.649028	1.213298	1.294933	1.504641	0	1.534973	1.862343	1.36875	1.543376	0.041676	1.980944	1.583606	1.68899	1.235287	1.643888	0.05028	1.320434	2.054962	0.564105	1.091534	1.484608	2.446986	1.541363	0	1.450745	2.047423	2.259389	1.592451	1.849456	1.701907	1.511065	1.579311	1.236588	1.56247	2.205155	1.373182	1.273719	1.898029	0.031922	1.266618	0.031553	2.244126	2.022701	1.135505	0	2.8461	2.387239	1.07321	1.278765	0.212764
"Anaerostipes"	0.042431	0.209409	1.227648	0.810222	1.071196	1.05714	2.096174	1.357196	1.374448	1.470906	0.991322	1.64806	1.779999	0	1.270119	1.170989	0.688676	2.930094	0	0.843162	0.938462	1.354113	1.529783	1.405542	1.611445	1.62827	1.39862	2.256212	0.516626	0.069802	1.716103	1.589477	1.790766	0.232166	0.855775	1.681265	3.543029	1.62027	0.864037	1.490634	1.265734	0.858006	0	1.109623	1.807986	3.261679	1.594625	1.174767	1.598421	1.133066	1.608793	1.907854	1.39536	2.385286	1.492928	2.358135	1.363933	1.719073	1.250216	1.58021	1.153426	1.693936	1.607922	1.694339	1.342325	0	0.068028	1.976877	1.599436	0.897896	0.716128	1.694734	1.616735	1.397283	0.446055	0.609458	1.17872	1.149723	1.077792	1.476522	1.079144	2.676441	0.692453	0.842276	0.680149	0.963143	1.139192	1.554845	1.491284	1.735089	1.189802	1.065835	1.231051	0.787745	0.258727	0.237278	1.260406
"Bacteroides_F"	0	0	0	0	0	0.076821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672214	0	0	0	0.624413	0	0
"Bariatricus"	1.518435	1.176808	1.026793	0.808386	1.149425	1.263809	0.050014	1.132103	0.046676	0.050472	0	0	0.05279	2.548796	0.044318	1.317802	0.942672	2.080454	0.042267	0	0.55621	0.974463	1.022909	0.921572	0.218838	1.681079	1.297363	0.046469	1.222458	0	1.574912	1.701126	2.018757	0.305003	0.427474	1.385388	0.046137	0	1.111128	0.048032	0.875143	1.064093	0.120111	0.044938	0.079764	0.082036	1.264587	1.660387	1.698188	1.219166	0.062693	0.036892	0.036253	0.055114	0	0.030509	0.40918	0.350772	1.28183	1.344383	1.158589	0.040423	0.06875	0.033991	0.90378	1.793782	0.09462	1.437808	1.487828	0.064347	0.051152	0.033796	1.689621	1.061614	1.322959	1.197834	0	1.235304	0.28861	1.072996	0.066731	1.643102	0.243062	1.042883	0.928731	0.029186	0.032281	0.105176	1.000856	1.574163	0.908876	0.038408	2.014105	0.026185	0.668498	0.033509	0.650428
"Blautia"	0.05607	0.220148	0.8052	0.184197	0	0.779768	0	1.011808	0.129103	1.78095	0.891469	1.956116	0.720908	0	0.170222	0.101099	0.051376	0.928203	4.246156	0.473163	0.050929	0	1.87864	0	0.067822	0	1.260295	1.023304	0.044953	0.093069	0.064282	0.03045	0	0.074354	0.142216	0.704978	5.404782	2.061235	1.104091	0.109313	0	0.067322	0.182237	1.392214	1.873248	5.066464	0	2.279483	0	0.547591	1.430825	4.091872	1.152387	1.006152	0.211008	0.06999	0.132605	0.057013	0.037363	0.860272	0.965368	0.072185	0.476117	0.699874	0.087276	0	0	0	0.191328	0.087275	1.943777	0.06924	0	0.92327	0.784821	0	0.061142	1.224931	0.158972	0.139263	0.160156	1.486007	0.083626	0.044656	0.053514	1.275982	1.917343	3.715325	0.045603	0.784085	0.038952	1.379103	1.665244	2.633818	0.063598	0.042565	1.026608
"Blautia_A"	2.19279	2.829707	4.757137	3.935452	5.780751	6.656922	7.403539	5.689299	6.947713	4.298255	7.9594	3.732868	6.178033	4.692468	9.138616	7.650989	4.446664	11.196625	3.574448	9.566417	3.673736	5.999634	6.216841	6.762543	7.06793	5.958589	7.727219	3.867791	9.452242	9.537786	9.702006	10.368137	8.392144	8.183487	6.473297	7.609485	7.179689	5.000695	7.095271	4.62759	7.398722	6.315175	6.913976	5.812557	7.389055	6.602355	6.971223	6.523221	6.908611	6.372207	7.392764	6.222133	8.065934	8.693925	7.127585	6.653566	5.502145	5.441316	6.756912	7.223463	6.010502	5.948989	5.414807	7.631499	8.038806	9.613944	4.543009	9.485717	7.85788	6.662476	3.443866	8.364862	9.711771	5.64374	5.436298	4.92837	7.077735	7.032331	5.722991	8.557958	7.989666	7.484727	5.773304	6.579508	5.662152	3.039009	4.945844	5.036154	7.537222	8.05742	6.027503	3.845646	5.017066	6.546359	3.245646	6.809516	3.344362
"Butyrivibrio_A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.543523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.055142	0	0
"CAG-127"	0	0	0	0.646831	0.524961	0.906217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97591	0	0	0	0	0	0	0	0	0.127468	0.966601	0	0	0	0	0	0	1.015694	0.794807	0	0	0	0	0	0	0	0.064574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499694	0	0	0.201916	0	0	0	0	0	0.771405	0	0	0	1.07719	0	0	0	0.224653	1.057338	0	0	0	0	0	0.741265	0	0.854583	0	0	0	0
"CAG-194"	0	0	0	1.025628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.154614	0	0	0	0	0	0	0	0	0	0	0	0	0.179532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00383	0	0
"CAG-303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.399127	0	0	0	0	0	0	0	0	0.236031	0	0	0	0	0	0	0	0	0	0	0	1.644547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAG-45"	0.043947	0.034007	0.03555	1.198198	0.044605	0.825997	0	1.224354	0	0.046867	0.032941	0	0.030519	0	0.044318	0.051868	0.065808	0.027642	0	0.508873	0.049212	0.040706	0	0.354284	0.042502	0	0.031643	1.514687	0.037573	0	0.226135	0.04263	0	0.046282	0	0	0	0.039835	0.038315	0.03561	0	0.04053	0	1.696409	0	0	0.04799	0	0	0.094709	0	0	0.032396	0	0.044816	1.803596	0.03031	0.03672	0	0.036537	0.036874	0.042348	0	0	1.513272	0.04107	0	0.089267	0	0.141267	2.047193	0.061822	0.037863	0.610173	0.048998	0.111159	0.067333	0.031985	0.040689	0.048658	0	0.032583	0	0	0.059556	0.030098	0.036529	0	0.075204	0.141238	0.502243	0	0.06149	0.03055	0.913493	0.032603	0
"CAG-510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062152	0	0
"CAG-590"	0.037885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803824	0	0.036392	0	0	0	0
"CAG-603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
